-30.98058843,-30.89636958,-30.81200232,-30.72748662,-30.64282244,-30.55800979,-30.47304862,-30.38793894,-30.30268072,-30.21727396
-31.03118313,-30.94688498,-30.86243784,-30.77784168,-30.69309646,-30.60820218,-30.52315881,-30.43796633,-30.35262473,-30.26713399
-31.0819268,-30.99754938,-30.91302238,-30.82834578,-30.74351955,-30.65854367,-30.5734181,-30.48814284,-30.40271787,-30.31714317
-31.13282001,-31.04836335,-30.96375653,-30.87899952,-30.7940923,-30.70903483,-30.62382709,-30.53846907,-30.45296074,-30.36730209
-31.18386335,-31.09932748,-31.01464087,-30.92980348,-30.84481529,-30.75967626,-30.67438637,-30.5889456,-30.50335393,-30.41761134
-31.2350574,-31.15044236,-31.06567598,-30.98075825,-30.89568911,-30.81046855,-30.72509653,-30.63957303,-30.55389804,-30.46807152
-31.28640274,-31.20170856,-31.11686247,-31.03186441,-30.94671436,-30.86141229,-30.77595817,-30.69035196,-30.60459366,-30.51868324
-31.33789997,-31.2531267,-31.16820091,-31.08312257,-30.99789164,-30.91250808,-30.82697188,-30.741283,-30.65544141,-30.5694471
-31.38954967,-31.30469734,-31.2196919,-31.13453331,-31.04922153,-30.96375653,-30.87813828,-30.79236674,-30.70644189,-30.6203637
-31.44135244,-31.3564211,-31.27133605,-31.18609725,-31.10070465,-31.01515823,-30.92945796,-30.84360379,-30.7575957,-30.67143366
